video_id,account,publish_date,publish_time,topic_category,topic_angle,format,hook_text,hook_model,duration_seconds,word_count,views,retention_5s,completion_rate,like_count,comment_count,share_count,favorite_count,like_rate,share_rate,performance_tier,pillars_used,is_repeat,has_script,video_url,video_title,is_hidden,notes
765,视频号小分队,2025-11-15,,—,—,—,,—,,,3245,,,13,1,6,,0.4,0.18,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
766,视频号小分队,2025-11-14,,—,—,—,,—,,,9912,,,35,7,43,,0.35,0.43,D,,FALSE,FALSE,,,,涨粉:32; 无脚本无标题，分类需人工补充
767,视频号小分队,2025-11-13,,—,—,—,,—,,,4674,,,31,3,30,,0.66,0.64,D,,FALSE,FALSE,,,,涨粉:16; 无脚本无标题，分类需人工补充
768,视频号小分队,2025-11-12,,—,—,—,,—,,,4731,,,16,0,21,,0.34,0.44,D,,FALSE,FALSE,,,,涨粉:7; 无脚本无标题，分类需人工补充
769,视频号小分队,2025-11-11,,—,—,—,,—,,,4287,,,12,1,22,,0.28,0.51,D,,FALSE,FALSE,,,,涨粉:12; 无脚本无标题，分类需人工补充
770,视频号小分队,2025-11-10,,—,—,—,,—,,,5158,,,32,1,39,,0.62,0.76,D,,FALSE,FALSE,,,,涨粉:12; 无脚本无标题，分类需人工补充
771,视频号小分队,2025-11-09,,—,—,—,,—,,,4981,,,20,0,20,,0.4,0.4,D,,FALSE,FALSE,,,,涨粉:8; 无脚本无标题，分类需人工补充
772,视频号小分队,2025-11-08,,—,—,—,,—,,,5111,,,18,0,31,,0.35,0.61,D,,FALSE,FALSE,,,,涨粉:10; 无脚本无标题，分类需人工补充
773,视频号小分队,2025-11-07,,—,—,—,,—,,,10151,,,50,4,35,,0.49,0.34,C,,FALSE,FALSE,,,,涨粉:28; 无脚本无标题，分类需人工补充
774,视频号小分队,2025-11-06,,—,—,—,,—,,,11123,,,45,4,33,,0.4,0.3,C,,FALSE,FALSE,,,,涨粉:15; 无脚本无标题，分类需人工补充
775,视频号小分队,2025-11-05,,—,—,—,,—,,,14389,,,63,2,57,,0.44,0.4,C,,FALSE,FALSE,,,,涨粉:18; 无脚本无标题，分类需人工补充
776,视频号小分队,2025-11-04,,—,—,—,,—,,,7326,,,33,2,32,,0.45,0.44,D,,FALSE,FALSE,,,,涨粉:10; 无脚本无标题，分类需人工补充
777,视频号小分队,2025-11-03,,—,—,—,,—,,,4040,,,22,3,33,,0.54,0.82,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
778,视频号小分队,2025-11-02,,—,—,—,,—,,,3172,,,9,2,3,,0.28,0.09,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
779,视频号小分队,2025-11-01,,—,—,—,,—,,,4003,,,24,2,19,,0.6,0.47,D,,FALSE,FALSE,,,,涨粉:9; 无脚本无标题，分类需人工补充
780,视频号小分队,2025-10-31,,—,—,—,,—,,,34110,,,125,5,65,,0.37,0.19,C,,FALSE,FALSE,,,,涨粉:62; 无脚本无标题，分类需人工补充
781,视频号小分队,2025-10-30,,—,—,—,,—,,,135931,,,416,21,155,,0.31,0.11,A,,FALSE,FALSE,,,,涨粉:118; 无脚本无标题，分类需人工补充
782,视频号小分队,2025-10-29,,—,—,—,,—,,,118701,,,711,34,359,,0.6,0.3,A,,FALSE,FALSE,,,,涨粉:221; 无脚本无标题，分类需人工补充
783,视频号小分队,2025-10-28,,—,—,—,,—,,,245726,,,1479,68,737,,0.6,0.3,A,,FALSE,FALSE,,,,涨粉:344; 无脚本无标题，分类需人工补充
784,视频号小分队,2025-10-27,,—,—,—,,—,,,2931,,,14,1,15,,0.48,0.51,D,,FALSE,FALSE,,,,涨粉:4; 无脚本无标题，分类需人工补充
785,视频号小分队,2025-10-26,,—,—,—,,—,,,527,,,2,0,3,,0.38,0.57,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
786,视频号小分队,2025-10-25,,—,—,—,,—,,,787,,,4,1,5,,0.51,0.64,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
787,视频号小分队,2025-10-24,,—,—,—,,—,,,827,,,2,0,2,,0.24,0.24,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
788,视频号小分队,2025-10-23,,—,—,—,,—,,,668,,,4,0,5,,0.6,0.75,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
789,视频号小分队,2025-10-22,,—,—,—,,—,,,606,,,2,0,5,,0.33,0.83,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
790,视频号小分队,2025-10-21,,—,—,—,,—,,,634,,,2,0,8,,0.32,1.26,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
791,视频号小分队,2025-10-20,,—,—,—,,—,,,408,,,1,1,3,,0.25,0.74,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
792,视频号小分队,2025-10-19,,—,—,—,,—,,,474,,,3,0,3,,0.63,0.63,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
793,视频号小分队,2025-10-18,,—,—,—,,—,,,650,,,1,0,4,,0.15,0.62,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
794,视频号小分队,2025-10-17,,—,—,—,,—,,,853,,,5,0,8,,0.59,0.94,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
795,视频号小分队,2025-10-16,,—,—,—,,—,,,1008,,,4,0,6,,0.4,0.6,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
796,视频号小分队,2025-10-15,,—,—,—,,—,,,1841,,,6,1,15,,0.33,0.81,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
797,视频号小分队,2025-10-14,,—,—,—,,—,,,1157,,,4,4,7,,0.35,0.61,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
798,视频号小分队,2025-10-13,,—,—,—,,—,,,1069,,,10,0,10,,0.94,0.94,D,,FALSE,FALSE,,,,涨粉:5; 无脚本无标题，分类需人工补充
799,视频号小分队,2025-10-12,,—,—,—,,—,,,787,,,5,0,10,,0.64,1.27,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
800,视频号小分队,2025-10-11,,—,—,—,,—,,,528,,,4,0,3,,0.76,0.57,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
801,视频号小分队,2025-10-10,,—,—,—,,—,,,334,,,2,0,4,,0.6,1.2,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
802,视频号小分队,2025-10-09,,—,—,—,,—,,,585,,,10,0,11,,1.71,1.88,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
803,视频号小分队,2025-10-08,,—,—,—,,—,,,344,,,1,1,4,,0.29,1.16,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
804,视频号小分队,2025-10-07,,—,—,—,,—,,,332,,,2,0,7,,0.6,2.11,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
805,视频号小分队,2025-10-06,,—,—,—,,—,,,296,,,0,1,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
806,视频号小分队,2025-10-05,,—,—,—,,—,,,524,,,14,1,5,,2.67,0.95,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
807,视频号小分队,2025-10-04,,—,—,—,,—,,,957,,,6,1,5,,0.63,0.52,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
808,视频号小分队,2025-10-03,,—,—,—,,—,,,2073,,,5,1,13,,0.24,0.63,D,,FALSE,FALSE,,,,涨粉:5; 无脚本无标题，分类需人工补充
809,视频号小分队,2025-10-02,,—,—,—,,—,,,976,,,9,1,12,,0.92,1.23,D,,FALSE,FALSE,,,,涨粉:4; 无脚本无标题，分类需人工补充
810,视频号小分队,2025-10-01,,—,—,—,,—,,,525,,,10,0,3,,1.9,0.57,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
811,视频号小分队,2025-09-30,,—,—,—,,—,,,825,,,7,1,23,,0.85,2.79,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
812,视频号小分队,2025-09-29,,—,—,—,,—,,,889,,,6,0,8,,0.67,0.9,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
813,视频号小分队,2025-09-28,,—,—,—,,—,,,623,,,3,2,15,,0.48,2.41,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
814,视频号小分队,2025-09-27,,—,—,—,,—,,,622,,,3,0,2,,0.48,0.32,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
815,视频号小分队,2025-09-26,,—,—,—,,—,,,869,,,3,1,19,,0.35,2.19,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
816,视频号小分队,2025-09-25,,—,—,—,,—,,,1346,,,5,1,6,,0.37,0.45,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
817,视频号小分队,2025-09-24,,—,—,—,,—,,,338,,,2,0,5,,0.59,1.48,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
818,视频号小分队,2025-09-23,,—,—,—,,—,,,336,,,3,0,8,,0.89,2.38,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
819,视频号小分队,2025-09-22,,—,—,—,,—,,,416,,,1,0,0,,0.24,,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
820,视频号小分队,2025-09-21,,—,—,—,,—,,,981,,,2,0,3,,0.2,0.31,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
821,视频号小分队,2025-09-20,,—,—,—,,—,,,1926,,,4,0,3,,0.21,0.16,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
822,视频号小分队,2025-09-19,,—,—,—,,—,,,1381,,,5,0,7,,0.36,0.51,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
823,视频号小分队,2025-09-18,,—,—,—,,—,,,909,,,3,0,3,,0.33,0.33,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
824,视频号小分队,2025-09-17,,—,—,—,,—,,,785,,,2,0,2,,0.25,0.25,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
825,视频号小分队,2025-09-16,,—,—,—,,—,,,709,,,1,1,5,,0.14,0.71,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
826,视频号小分队,2025-09-15,,—,—,—,,—,,,407,,,0,0,1,,,0.25,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
827,视频号小分队,2025-09-14,,—,—,—,,—,,,454,,,1,0,1,,0.22,0.22,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
828,视频号小分队,2025-09-13,,—,—,—,,—,,,808,,,5,0,3,,0.62,0.37,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
829,视频号小分队,2025-09-12,,—,—,—,,—,,,1014,,,2,0,2,,0.2,0.2,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
830,视频号小分队,2025-09-11,,—,—,—,,—,,,901,,,2,0,3,,0.22,0.33,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
831,视频号小分队,2025-09-10,,—,—,—,,—,,,845,,,5,0,1,,0.59,0.12,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
832,视频号小分队,2025-09-09,,—,—,—,,—,,,1493,,,2,0,1,,0.13,0.07,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
833,视频号小分队,2025-09-08,,—,—,—,,—,,,1891,,,2,0,1,,0.11,0.05,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
834,视频号小分队,2025-09-07,,—,—,—,,—,,,1367,,,0,0,1,,,0.07,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
835,视频号小分队,2025-09-06,,—,—,—,,—,,,2836,,,9,1,0,,0.32,,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
836,视频号小分队,2025-09-05,,—,—,—,,—,,,1996,,,1,0,4,,0.05,0.2,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
837,视频号小分队,2025-09-04,,—,—,—,,—,,,2381,,,5,1,6,,0.21,0.25,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
838,视频号小分队,2025-09-03,,—,—,—,,—,,,7377,,,10,1,8,,0.14,0.11,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
839,视频号小分队,2025-09-02,,—,—,—,,—,,,6857,,,18,4,10,,0.26,0.15,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
840,视频号小分队,2025-09-01,,—,—,—,,—,,,117,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
841,视频号小分队,2025-08-31,,—,—,—,,—,,,206,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
842,视频号小分队,2025-08-30,,—,—,—,,—,,,33,,,1,0,0,,3.03,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
843,视频号小分队,2025-08-29,,—,—,—,,—,,,20,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
844,视频号小分队,2025-08-28,,—,—,—,,—,,,42,,,0,0,1,,,2.38,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
845,视频号小分队,2025-08-27,,—,—,—,,—,,,36,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
846,视频号小分队,2025-08-26,,—,—,—,,—,,,77,,,0,0,0,,,,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
847,视频号小分队,2025-08-25,,—,—,—,,—,,,38,,,1,0,1,,2.63,2.63,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
848,视频号小分队,2025-08-24,,—,—,—,,—,,,48,,,1,0,1,,2.08,2.08,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
849,视频号小分队,2025-08-23,,—,—,—,,—,,,15,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
850,视频号小分队,2025-08-22,,—,—,—,,—,,,50,,,0,0,1,,,2.0,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
851,视频号小分队,2025-08-21,,—,—,—,,—,,,18,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
852,视频号小分队,2025-08-20,,—,—,—,,—,,,54,,,0,0,3,,,5.56,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
853,视频号小分队,2025-08-19,,—,—,—,,—,,,26,,,0,0,2,,,7.69,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
854,视频号小分队,2025-08-18,,—,—,—,,—,,,70,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
855,视频号小分队,2025-08-17,,—,—,—,,—,,,29,,,0,0,1,,,3.45,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
856,视频号小分队,2025-08-16,,—,—,—,,—,,,20,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
857,视频号小分队,2025-08-15,,—,—,—,,—,,,21,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
858,视频号小分队,2025-08-14,,—,—,—,,—,,,26,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
859,视频号小分队,2025-08-13,,—,—,—,,—,,,44,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
860,视频号小分队,2025-08-12,,—,—,—,,—,,,43,,,0,0,4,,,9.3,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
861,视频号小分队,2025-08-11,,—,—,—,,—,,,47,,,1,0,1,,2.13,2.13,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
862,视频号小分队,2025-08-10,,—,—,—,,—,,,27,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
863,视频号小分队,2025-08-09,,—,—,—,,—,,,29,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
864,视频号小分队,2025-08-08,,—,—,—,,—,,,25,,,2,0,0,,8.0,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
865,视频号小分队,2025-08-07,,—,—,—,,—,,,51,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
866,视频号小分队,2025-08-06,,—,—,—,,—,,,30,,,1,0,2,,3.33,6.67,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
867,视频号小分队,2025-08-05,,—,—,—,,—,,,80,,,0,0,3,,,3.75,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
868,视频号小分队,2025-08-04,,—,—,—,,—,,,68,,,1,0,0,,1.47,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
869,视频号小分队,2025-08-03,,—,—,—,,—,,,49,,,0,0,1,,,2.04,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
870,视频号小分队,2025-08-02,,—,—,—,,—,,,34,,,0,0,1,,,2.94,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
871,视频号小分队,2025-08-01,,—,—,—,,—,,,46,,,1,0,1,,2.17,2.17,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
872,视频号小分队,2025-07-31,,—,—,—,,—,,,54,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
873,视频号小分队,2025-07-30,,—,—,—,,—,,,63,,,1,0,2,,1.59,3.17,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
874,视频号小分队,2025-07-29,,—,—,—,,—,,,50,,,4,0,0,,8.0,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
875,视频号小分队,2025-07-28,,—,—,—,,—,,,49,,,0,0,1,,,2.04,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
876,视频号小分队,2025-07-27,,—,—,—,,—,,,29,,,0,0,1,,,3.45,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
877,视频号小分队,2025-07-26,,—,—,—,,—,,,42,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
878,视频号小分队,2025-07-25,,—,—,—,,—,,,32,,,0,1,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
879,视频号小分队,2025-07-24,,—,—,—,,—,,,31,,,1,0,1,,3.23,3.23,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
880,视频号小分队,2025-07-23,,—,—,—,,—,,,54,,,0,0,1,,,1.85,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
881,视频号小分队,2025-07-22,,—,—,—,,—,,,34,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
882,视频号小分队,2025-07-21,,—,—,—,,—,,,135,,,0,2,2,,,1.48,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
883,视频号小分队,2025-07-20,,—,—,—,,—,,,68,,,0,0,1,,,1.47,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
884,视频号小分队,2025-07-19,,—,—,—,,—,,,51,,,0,0,1,,,1.96,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
885,视频号小分队,2025-07-18,,—,—,—,,—,,,69,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
886,视频号小分队,2025-07-17,,—,—,—,,—,,,35,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
887,视频号小分队,2025-07-16,,—,—,—,,—,,,30,,,0,1,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
888,视频号小分队,2025-07-15,,—,—,—,,—,,,56,,,0,0,1,,,1.79,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
889,视频号小分队,2025-07-14,,—,—,—,,—,,,58,,,0,0,1,,,1.72,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
890,视频号小分队,2025-07-13,,—,—,—,,—,,,73,,,0,0,1,,,1.37,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
891,视频号小分队,2025-07-12,,—,—,—,,—,,,36,,,0,0,1,,,2.78,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
892,视频号小分队,2025-07-11,,—,—,—,,—,,,84,,,0,0,1,,,1.19,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
893,视频号小分队,2025-07-10,,—,—,—,,—,,,63,,,0,0,2,,,3.17,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
894,视频号小分队,2025-07-09,,—,—,—,,—,,,38,,,0,0,1,,,2.63,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
895,视频号小分队,2025-07-08,,—,—,—,,—,,,45,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
896,视频号小分队,2025-07-07,,—,—,—,,—,,,63,,,0,0,3,,,4.76,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
897,视频号小分队,2025-07-06,,—,—,—,,—,,,53,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
898,视频号小分队,2025-07-05,,—,—,—,,—,,,50,,,0,0,0,,,,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
899,视频号小分队,2025-07-04,,—,—,—,,—,,,89,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
900,视频号小分队,2025-07-03,,—,—,—,,—,,,58,,,0,1,1,,,1.72,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
901,视频号小分队,2025-07-02,,—,—,—,,—,,,73,,,0,0,3,,,4.11,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
902,视频号小分队,2025-07-01,,—,—,—,,—,,,55,,,0,0,1,,,1.82,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
903,视频号小分队,2025-06-30,,—,—,—,,—,,,50,,,0,0,1,,,2.0,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
904,视频号小分队,2025-06-29,,—,—,—,,—,,,60,,,0,0,1,,,1.67,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
905,视频号小分队,2025-06-28,,—,—,—,,—,,,115,,,0,0,5,,,4.35,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
906,视频号小分队,2025-06-27,,—,—,—,,—,,,5756,,,28,1,26,,0.49,0.45,D,,FALSE,FALSE,,,,涨粉:2; 无脚本无标题，分类需人工补充
907,视频号小分队,2025-06-26,,—,—,—,,—,,,5460,,,16,0,15,,0.29,0.27,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
908,视频号小分队,2025-06-25,,—,—,—,,—,,,4211,,,17,0,17,,0.4,0.4,D,,FALSE,FALSE,,,,涨粉:3; 无脚本无标题，分类需人工补充
909,视频号小分队,2025-06-24,,—,—,—,,—,,,4203,,,11,1,10,,0.26,0.24,D,,FALSE,FALSE,,,,涨粉:7; 无脚本无标题，分类需人工补充
910,视频号小分队,2025-06-23,,—,—,—,,—,,,4679,,,24,1,20,,0.51,0.43,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
911,视频号小分队,2025-06-22,,—,—,—,,—,,,3520,,,11,1,14,,0.31,0.4,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
912,视频号小分队,2025-06-21,,—,—,—,,—,,,2555,,,10,0,7,,0.39,0.27,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
913,视频号小分队,2025-06-20,,—,—,—,,—,,,2290,,,6,0,11,,0.26,0.48,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
914,视频号小分队,2025-06-19,,—,—,—,,—,,,1537,,,6,0,1,,0.39,0.07,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
915,视频号小分队,2025-06-18,,—,—,—,,—,,,1124,,,5,0,4,,0.44,0.36,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
916,视频号小分队,2025-06-17,,—,—,—,,—,,,873,,,2,0,0,,0.23,,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
917,视频号小分队,2025-06-16,,—,—,—,,—,,,397,,,1,0,1,,0.25,0.25,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
918,视频号小分队,2025-06-15,,—,—,—,,—,,,410,,,3,0,2,,0.73,0.49,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
919,视频号小分队,2025-06-14,,—,—,—,,—,,,360,,,2,0,1,,0.56,0.28,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
920,视频号小分队,2025-06-13,,—,—,—,,—,,,393,,,3,0,2,,0.76,0.51,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
921,视频号小分队,2025-06-12,,—,—,—,,—,,,361,,,1,0,1,,0.28,0.28,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
922,视频号小分队,2025-06-11,,—,—,—,,—,,,419,,,3,0,1,,0.72,0.24,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
923,视频号小分队,2025-06-10,,—,—,—,,—,,,354,,,0,0,5,,,1.41,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
924,视频号小分队,2025-06-09,,—,—,—,,—,,,309,,,1,0,1,,0.32,0.32,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
925,视频号小分队,2025-06-08,,—,—,—,,—,,,286,,,2,0,4,,0.7,1.4,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
926,视频号小分队,2025-06-07,,—,—,—,,—,,,337,,,1,0,2,,0.3,0.59,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
927,视频号小分队,2025-06-06,,—,—,—,,—,,,335,,,1,0,3,,0.3,0.9,D,,FALSE,FALSE,,,,涨粉:1; 无脚本无标题，分类需人工补充
928,视频号小分队,2025-06-05,,—,—,—,,—,,,336,,,1,0,2,,0.3,0.6,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
929,视频号小分队,2025-06-04,,—,—,—,,—,,,265,,,3,1,3,,1.13,1.13,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
930,视频号小分队,2025-06-03,,—,—,—,,—,,,372,,,0,0,0,,,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
931,视频号小分队,2025-06-02,,—,—,—,,—,,,674,,,4,0,0,,0.59,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
932,视频号小分队,2025-06-01,,—,—,—,,—,,,3318,,,3,0,4,,0.09,0.12,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
933,视频号小分队,2025-05-31,,—,—,—,,—,,,7303,,,17,1,7,,0.23,0.1,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
934,视频号小分队,2025-05-30,,—,—,—,,—,,,399,,,1,0,0,,0.25,,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
935,视频号小分队,2025-05-29,,—,—,—,,—,,,471,,,1,0,2,,0.21,0.42,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
936,视频号小分队,2025-05-28,,—,—,—,,—,,,508,,,1,0,3,,0.2,0.59,D,,FALSE,FALSE,,,,无脚本无标题，分类需人工补充
