video_id,account,publish_date,topic_category,topic_angle,hook_text,script_text
23,抖音官号,2024-08-18,权益加班,不是懒人呀千万别来德,不是懒人呀 千万别来德国做护士 我怕你根本适应不了 大家好我是米娅 我在德国做护士7年多了 今天来说一说,"不是懒人呀
千万别来德国做护士
我怕你根本适应不了
大家好我是米娅
我在德国做护士7年多了
今天来说一说
德国护士到底有多懒
首先懒得上班
德国护士的常态不是在休假
就是在休假的路上
全年有1/2的时间都在休假
工作日内到点就走
从不加班
想卷都卷不了
打工人的工作时间
也是有法律规定的
我们医院要求是
平均每周工作时间
不能超过38.5个
第二个就是懒得学习
没有考试
没有检查
不用看书背题应对考试
除非呀是你自己想要进修
不然你拿到德国护士证之后
就可以跟考试
彻底say拜拜了
最后一点就是懒得攒钱
德国护士月薪三四千欧
也就是人民币两三万
虽然算不上高薪
要让他们省吃俭用
攒钱过日子
是根本不可能的
说到底呀
还是没有生活压力
生孩子有育儿金
失业了有失业金
老了还有养老金
甚至医疗跟教育都是免费的
没有生活的压迫
工资自然就随意挥霍了喽"
25,抖音官号,2024-08-20,权益加班,德国版本的护士真的是,德国版本的护士 真的是让我不断的长见识 上班可以纹花臂戴首饰 下班没有开会不用考试 如果说护士行业的天花板,"德国版本的护士
真的是让我不断的长见识
上班可以纹花臂戴首饰
下班没有开会不用考试
如果说护士行业的天花板
我肯定投德国护士一票
我在心内科
大家统一都穿这种
蓝色的富士湖
不用盘头戴护士帽
所谓的护士鞋
就是我们的洞洞鞋
帆布鞋和运动鞋
袜子更是五颜六色
纹花臂纹花腿随处可
耳环项链也是可以戴的
护理部根本都不管这些
当然病人也不会介意
还会拉住我们
大家一起研究研究美学
我每周工作38.5个小时
每天不超过7.7个小时班
全凭护士自愿
想上什么班次
和护士长打好招呼就行
没有加班加床的情况
当科室出现
护士超过
自己要负责的患者数量时
医院会找兼职护士
或者是直接锁病床
护士不能超负荷
更不能超时工作
做的每项工作
都会有相应的报酬
工作和生活分的很开
完全不会有多余的学习
和考试
占用咱们个人的时间
也没有下班后的开会和研讨
除了有固定的双休
法定假日
和30天的带薪年假以外
还有每生一种病都可
以休6周的带薪病假
是不是又给想偷懒的护士们
多提供了一条思路"
26,抖音官号,2024-08-21,护士证路径,国内35岁加的大专护,国内35岁加的大专护士 拿到了 德国大型综合医院合同 护士的工作签证已到手 北京大使馆7天邮寄到家 学员伙伴 申请的,"国内35岁加的大专护士
拿到了
德国大型综合医院合同
护士的工作签证已到手
北京大使馆7天邮寄到家
学员伙伴
申请的
是我们雇主付费报销路径
没有中介费
德国医院还会报销机票认证
学语言的大部分花费
关于雇主付费条件
我放视频最后了
我办的医院800家床位
规模类比国内的三甲级医院
计划9月到德国富德
就可以开始工作
拿工资完全可以自给自足
即将开启新起点
预祝伙伴一切顺利"
27,抖音官号,2024-08-21,休假病假,病假,科室一半的护士一起请病假 我们护士长直接原地爆炸了 我在德国 心内科最多收28个病人 固定护士有21个,"科室一半的护士一起请病假
我们护士长直接原地爆炸了
我在德国
心内科最多收28个病人
固定护士有21个
最近呀不知道咋了
10多个护士全都生病了
剩下的不是怀孕
就是在休年假
就就我和同事两个人呢
碰到这事
领导也是没辙
因为
护士生病请假是一定要批的
甚至不用跟护士长说
直接打电话到科室就行了
德国医院不会因为科室缺人
把休年假的护士叫回来上班
只能医院自己解解决
走病床不收病人
或者去找兼职护士
实在不行
那最后只能关科室
他们觉得
如果带病还坚持工作
是对自己身体的不负责
也是对病人的生命健康
不负责
护士生病就要立马休息
工资照发
所以这样
我们科白班组
就只剩两个全职护士了
直接给护士长整破房了
医院领导一番商量
直接锁了10张病床
找了3个兼职护士
在德国
很多医院因为护士休假
身病人手紧
缺的护士假期多
不算周末法定节假日
每年也有30天的带薪年假
岗位需求高
护士又少
就导致经常严重缺护士
要是运气不好
遇到大批护士请假的情况
只能锁病床找兼职了"
28,抖音官号,2024-08-22,权益加班,我在德国做护士7年德,我在德国做护士7年 德国泰国 越南突尼斯希腊哥伦比亚 各个国家的护士同事都有 在我们这些外国护士里面,"我在德国做护士7年
德国泰国
越南突尼斯希腊哥伦比亚
各个国家的护士同事都有
在我们这些外国护士里面
我来科室的时间最长
同时也是唯一的一名中国护
和同事们的关系也都很好
毫不夸张的说
他们眼中的中国护士
就是世界上数一数二
不可多得的人才
用我德国同事的话说就是
你们不仅专业技术过硬
光靠牧血管就能一针见血
还个个都长得漂亮
会写文章
能歌善舞
但是好像很少听到你说
中国护士们
脱下护士服
好好休息
在生活的时候呀
你们下了夜班还要培训考试
不断的晋升
一直保持着紧张状态
这样追求太高
会不会生活的很累呀
也难怪他们佩服咱们
中国护士的同同时
还带点心痛
因为我现在所在的医院
护士是不用扎针抽血
也不用考试考核
加班有加班补助
替班有替班补助
就这待遇
德国护士都看不上
也就更别提996连轴转了
他们认为
下班后首要的大事
就是好好的陪家人孩子
一起休假旅游
可能环境改变心态
来到德国之后
我也慢慢放松下来
学着体验慢节奏的生活"
29,抖音官号,2024-08-23,权益加班,强制休息,在德国 996想都不要想 我们医院每周工作38.5个小时 超出工作时长 就要被强制休息 不然就违法了 我在心内科,"在德国 996想都不要想
我们医院每周工作38.5个小时
超出工作时长
就要被强制休息
不然就违法了
我在心内科
分早班晚班和夜班
夜班一个班次就是10 个小时
上着上着就超时了
所以我们经常有五六
七八天的连休
每上个10天就多给一天年假
护士长都会主动给记录上
只要超出合同的工作时长
要么补休要么补
医院不敢不给我们补偿
否则就是违法的
所以你不休也得休
强制性休息
来德国做护士7年
护士不存在你不干
有的是能干
更没有免费加班
无私奉献
德国人本身就少
护士更稀缺
所以很多工作
保障个人休息是第一位
你想卷老板都不让你卷
工作和生活平衡是基础保障
对于这种工作规定
你怎么看呢"
30,抖音官号,2024-08-24,护士长,我在德国做护士7年多,我在德国做护士7年多了 如果说 德国护士工作满分10分的话 我只能给打5分 不知道大家看到文化壁 穿皮钉染红毛的护士,"我在德国做护士7年多了
如果说
德国护士工作满分10分的话
我只能给打5分
不知道大家看到文化壁
穿皮钉染红毛的护士
会怎么想呢
在德国医院这都是很常见的
患者不会用异样的眼光看待
毕竟爱美是每个人的权利
不能代表护士专业技能
是好是坏
我在心内科
我们这些普通科室的护士
是不负责打针和抽血的
都是医生的活
所以几乎不会看到
在苦练穿刺技术的德国护士
更别提什么一针见血
和飞针了
说实话我同事的扎针技术
还不如我
之前在国内实习的时候
平时我们也没有职称考试
护理部检查
职位晋升这些
成为德国护士后
如果不是自己想要进修
那么大家的步调
基本就是持平
也可以说止步于此了
我们医院对护士的工作时间
是有严格规定的
虽然每天才上7.7个小时
可就这样算
德国护士还是不知足
我们上下班不用打卡
每个班次
还有半个小时
到1个小时的重合
时间用来交班
平时都是卡点来卡点走
有时候交班快了
就直接安排自己提前下班了
护士长对此也不会理会
反而跟着我们一起提前下班
大家都心照不宣
没人做卷
别人的出头鸟
这样的德国护士
如果放在你们科室
能打几分呢
评论区留下你打的分数"
31,抖音官号,2024-08-25,护士证路径,抗生素不做皮试你能理,抗生素不做皮试你能理解吗 答就是说 德国上抗生素之前 都不做皮试的吗 刚到德国医院时的我 也是惊呆了 像我们科室,"抗生素不做皮试你能理解吗
答就是说
德国上抗生素之前
都不做皮试的吗
刚到德国医院时的我
也是惊呆了
像我们科室
不知道是不是因为
老年科室的缘故哈
只在病人入院的时候问一句
有啥过敏史没
只要病人说没有
那无论是青霉素还是头孢
实际上没商量
昨天还和一个妈妈级别的
俄罗斯护
聊到这个话题
他说在他们俄罗斯
抗生素不光要做皮试
而且还经常肌肉注射
他到德国后才知道
这里的护士只管准备
然后叫医生去上液体
也是一个大无语了
在德国医院
很多在国内属于护士的工作
这边都是医生干
科室护士是绝对不管的
除非心情好帮帮医生的忙
而且德国的屁股针少之又少
我们科室
也就一两个月
打那么一次VB12
所以大多数的德国同事
都不太会干
也不敢下手
每次都求我去
所以说
咱们中国护士真的挺棒的"
32,抖音官号,2024-08-26,夜班,我真的是一个夜班都不,我真的是一个夜班都不想上 一个 还没有过试用期的新护士 强硬拒绝了护士长的排班 结局会是怎么样的嘞 姐妹们我们科室,"我真的是一个夜班都不想上
一个
还没有过试用期的新护士
强硬拒绝了护士长的排班
结局会是怎么样的嘞
姐妹们我们科室
新来了一个00后的护士
直接给我上了一课
我们医院新护士
每个人的试用期是6个月
前三个月会有人带着你上班
他表现的一直都很不错
3个月过去
终于轮到他自己顶班了
他这时候去跟会长说护士长
你在排班的时候
不要给我排夜班
我不想熬夜
一上夜班
白天我的睡眠质量特别的差
晚上上班的时候状态不佳
真的是惊呆我了
如果是我
刚到一个新的医院上班
作为一名新人
我肯定是唯命是从
好好的表现一番
虽然拒绝护士长排班
是德国护士的权利
但他这么直接
还真是让我没有想到
德国护士上班的时间
班次都可以自由的选择
无论是全职兼职
还是只上白班
或者是只上夜班
只要提前和护士长提出申请
就OK了不强制不PUR
更不会被穿小鞋
职场相对也很简单
跟外国人打交道
有什么说什么
没有那么些弯弯绕绕
这样的职场
这样的护士和这样的护士长
你觉得怎么样呢"
33,抖音官号,2024-08-27,夜班,护士人手严重不足科室,护士人手严重不足 科室都没有办法正常运转了 20多个固定护士上着上着 只剩下我和同事两个人了 因为有几个护士休了年假,"护士人手严重不足
科室都没有办法正常运转了
20多个固定护士上着上着
只剩下我和同事两个人了
因为有几个护士休了年假
病假看看我们的排班表
他是病假
空着的是休息
路过的医院
都说因为科室缺人
把休年假的同事给叫回来
然后是医院自己接解决
一般就是锁病床
或者是增加兼职护士
实在不行的话就关科室
把28张病床锁上10张夜班
还是让专职的夜班护士上
不会让他们跳到白班来
早班晚班增加兼职护士
我们5个人管18个病人
当然我是唯一那一个
科室固定的护士
这也是德国护士的现状
休假多护士少
所以
德国引进了很多的外国护士"
34,抖音官号,2024-08-28,护士证路径,在德国当护士护工学生,在德国当护士 护工学生工 都穿同样的工作服 没有规定的护士鞋和护士袜 头发染什么颜色没人管 想怎么整就怎么整,"在德国当护士
护工学生工
都穿同样的工作服
没有规定的护士鞋和护士袜
头发染什么颜色没人管
想怎么整就怎么整
戒指耳钉项链都可以戴
也可以美甲纹身
甚至露个大花臂都没人管
看我们科室的同事
就纹满了满胳膊的纹身
因为在国外
护士
是可以值得自己骄傲的职业
无论身高体型如何
这些又不会影响工作
只要拿到了护士证
就没有考试检查
不用评职称写论文搞评比
上班是上班
下班就是下班
不需要时刻守着手机
怕替岗
下班联系不到人才是正常的"
35,抖音官号,2024-08-29,权益加班,中国护士的专业技能德,中国护士的专业技能 德国护士样样比不上 到底 是不是归功于无尽的考试 考核呢我在德国做护士7年 中国德国护士之间的差异,"中国护士的专业技能
德国护士样样比不上
到底
是不是归功于无尽的考试
考核呢我在德国做护士7年
中国德国护士之间的差异
真是大大的不同
首先护士是人
不是机器
更不是神
大夜小夜连轴转
什么错都不能犯
下夜班后不来开会
扣钱被投诉
不管是不是咱护士的错
扣钱东西摆方不规范
扣钱这妥妥的不合法
护士有权维护自己的利益
在德国
我甚至见过护士反手
投诉护士长的
原因是觉得护士长针对自己
最后护士长被护理部谈话了
第二考试检查是负担
不会用考试
来评判咱们护士能力的高低
德国有些医疗机构
干脆没有护理部
更别说护理部考核夜查房
三天两头来科室检查提问呢
提倡的是只要上班时间
完成工作
必须减轻一切
没有必要的压力和负担
第三跟工作有关
必须算工时
护士开会加班培训
通通算工时
拿工资自愿申请进修培训
一样会发钱
就连换衣服接班
也算工作时间
主打就是护士来了
只管护理好病人
医院一点便宜不占
你的上班是上班
下班是下班
只要病人的生命
健康得到保证
想干啥就干啥"
36,抖音官号,2024-08-30,权益加班,一个合格的护理部应该,一个合格的护理部 应该是怎么样的嘞 我在德国做护士7年了 和护理部打照面的次数呀 屈指可数 有朋友觉得这一反常态,"一个合格的护理部
应该是怎么样的嘞
我在德国做护士7年了
和护理部打照面的次数呀
屈指可数
有朋友觉得这一反常态
但恰恰相反
我觉得
这才是皆大欢喜的理想状态
来了德国之后才知道
原来咱护士不用活到老
学到老更没有啊
3月一小考
一年一大考
没有护理部
市长的检查环节
没有职称晋升评比
他们认为啊
读再多的书
考再多的试
还不如多多实践
用心护理病人
所以这边也很
少有高学历的临床护士
一般大家
都是通过职业培训出来的
如果护士想自己进修
学更多的知识
医院不仅会给你算工时
还会给你正常发工资
在不影响操作的情况下
护士可以染发
可以纹身
也可以戴首饰
通通都属于杂
护士的私事
护士长和护理部不会管你
他们也没有权利管你
我们医院的护理部
更像是护士的避风港
时刻了解护士的需求
关注护士是否需要帮助
没事的时候根本都不露面
但当我们护士遇到麻烦
被无端指责时
护理部是第一个站出来
帮助我们护士的
没有压榨的地方
自然就没有反抗
这样的护理部合不合格
我是真不知道
但是相处很和谐那是真的"
37,抖音官号,2024-08-31,夜班,作为护士如果你的病人,作为护士 如果你的病人自己把管拔了 怎么办我的病人 就自己把尿管给拔了 真的是瞬间清醒啊 我们夜班有28个病人,"作为护士
如果你的病人自己把管拔了
怎么办我的病人
就自己把尿管给拔了
真的是瞬间清醒啊
我们夜班有28个病人
两个护士值班
这一宿也就配了5个液
买了10个药
三趟巡视下来啥事也没有
但就是早上最后一趟病房
巡视的时候
看到
一个阿尔茨海默症的老爷爷
自己把尿管给拔了
床边还有不少的血
原本晕乎乎的脑袋
瞬间惊醒
立马收拾
以及检查有无继续出血
询问病人有没有疼痛
然后通知值班医生过来
检查了一下
哎还好没什么严重的问题
继续观察就行了
不用送泌尿科会诊
在德国
没有护理不良事件的概念
无论是尿管胃管引流管
如果是病人自己拔的
护士只需要做好护理记录
写清是病人自己无意间拔的
然后通知医生就行了
虽然整个流程很简单
不用上报
也不会被罚钱
但是还是祈祷
以后每个班都平安无事呀"
39,抖音官号,2024-09-02,休假病假,一个病区28张病床2,一个病区 28张病床 20个固定护士 德国人严谨起来 到底有多可怕 互换比是有专门的规定 超过了就锁病床,"一个病区
28张病床
20个固定护士
德国人严谨起来
到底有多可怕
互换比是有专门的规定
超过了就锁病床
我在杜塞的一家教会医院的
心内科 28张病床
20个固定护士
还有若干护士助理
和护理学生
医院不存在加床的操作
也很少有6080张病床的大科室
但就算是这样
也经常达不到规定的换病
如果人手还不够
答案就是直接锁病床
退出急救系统
关门歇课
前几天有同事请假了
刚好
又另外一个同事查出来怀孕
一下科室少了两个人
护理部没来得及找人替代
我们就把巴装病锁了
归根究底
是因为在德国
护士如果超了工作量
医院就会被罚钱
尤其现在
德国护士互换比
在欧盟国家
基本上是垫底的了
护士就更成了保护动物
这是德国
对于医院互换比的规定
这个规定
看着德国护士工作
并没有什么优势
好在是输液治疗
非常少
大家都管几个病人呢
可以在评论区聊聊哦"
40,抖音官号,2024-09-03,休假病假,护士上班时被病人打了,护士上班时被病人打了 这事放德国医院会怎么处理 大家猜猜看 我觉得我的同事肯定会说 不是病人 这是贵人啊 前有一个同事,"护士上班时被病人打了
这事放德国医院会怎么处理
大家猜猜看
我觉得我的同事肯定会说
不是病人
这是贵人啊
前有一个同事
在护理精神有问题的病人时
被打了一巴掌
他立即停下手头的工作
去找领导了
当天就在家庭医生那里
拿到了两周的带薪病假
而且后来
那个病人
还被强制转到精神病院去了
大家觉得这种做法合理吗
会不会有点太夸张了
其实不只是这样
德国对护士辱骂
或者施暴的行为
都会被罚款
甚至是判刑
法律规定
护士被病人或者是家属打骂
造成的护士身体和精神伤害
的最长
可以获得6个月的带薪病假
和身体损失费
不过
这种事最好还是别发生了哈
我在德国7年了
大多数的病人还是很友善的
而且
很多病人都会给护士小费
表示感谢
或者是手写一张感谢卡
小费的话一般20-50欧不等
虽然钱不多
但这是对我们护士工作
认可的一种方式"
41,抖音官号,2024-09-04,休假病假,看到一个护士骨折了打,看到一个护士骨折了 打着石膏还在坚持上班 有时候真的怀疑 护士是自愿这么敬业的吗 可能外行人会觉得,"看到一个护士骨折了
打着石膏还在坚持上班
有时候真的怀疑
护士是自愿这么敬业的吗
可能外行人会觉得
护士受伤坚守岗位是敬业
我同样身为护士
看到的
却是咱工作背后的心酸
即使是骨折了
发着高烧
想请个假比登天还难
我在国内工作时
一样的很难请到病假
生病了想休息的时候
还得我自己找同事换班
有时候不想欠人人情
只能自己强硬撑着
体温39度的护士
护理着体温36度的患者
我有时候看我德国同事
请假的理由
太奇葩太矫情了
想家了请病假
淋雨感冒了也请病假
生理期来了也请病假
偏头痛来了还要请病假
大家是不是觉得
这种离谱的理由
科室根本不会批假
其实在德国
护士长根本没有权利病假
3天以内的病假
直接打电话通知科室
3天以上的病假
就要找家庭医生开病假条了
至于什么原因请的病假
这属于护士的个人隐私
不用跟科室和护士长说
大家一致认为
生病了就应该好好的休息
只有把身体调理好了
才能更好的
投入到工作当中去"
